Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Image URL,Activities,Source
Merī priya kahāniyām̐,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,,,,,,,,,,,,,,,,,,,,13,,,,, 150.00,Hindi,,,,,,9789350640692,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:05:13.913982033,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640694.01Z.jpg,,
Merī priya kahāniyām̐,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,,,,,,,,,,,,,,,,,,,,13,,,,, 150.00,Hindi,,,,,,9789350640692,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:05:33.379760980,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640694.01Z.jpg,,
Merī priya kahāniyām̐,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,,,,,,,,,,,,,,,,,,,,13,,,,, 150.00,Hindi,,,,,,9789350640692,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:06:46.834069967,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640694.01Z.jpg,,
Merī priya kahāniyām̐,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,,,,,,,,,,,,,,,,,,,,13,,,,, 150.00,Hindi,,,,,,9789350640692,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:07:24.371286034,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640694.01Z.jpg,,
Merī priya kahāniyām̐,,,,,Pratibhā Rāẏa,"Rāẏa, Pratibhā",,,,,,Rājapāla eṇḍa Sanza,,,2011,,,,,,,,,,,,,,,,143,,,,, 150.00,Hindi,,,,,,9788170289579,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:07:43.619433045,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289572.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Phaṇīśvaranātha Reṇu,"Reṇu, Phaṇīśvaranātha",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,, 185.00,Hindi,,,,,,9789350640548,0,3.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:08:06.572914004,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640546.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Phaṇīśvaranātha Reṇu,"Reṇu, Phaṇīśvaranātha",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,, 185.00,Hindi,,,,,,9789350640548,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:08:31.075381994,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640546.01Z.jpg,,
Merī priya kahāniyāṃ,,,,,Kāśīnātha Siṃha,"Siṃha, Kāśīnātha",,,,,,Rājapāla eṇḍ Sanz,,,2013,,,,,,,,,,,,,,,,,,,,, 165.00,Hindi,,,,,,9788170289159,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:08:51.792814970,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289157.01Z.jpg,,
Pratinidhi Kahāniyām̐,,,,,"Citrā Mudgala, Suśīla Siddhārtha","Mudgala, Citrā",,,,,,Rājakamala Prakāśana Prā. Li.,,,2018,,,,,,,,,,,,,,,,155,,,,, 195.00,Hindi,,,,2018311554,,9788126730773,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:09:59.127117991,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8126730773.01Z.jpg,,
Pratinidhi kahāniyām̐,,,,,Hr̥shīkeśa Sulabha,"Sulabha, Hr̥shīkeśa",,,,,,,,,,,,,,,,,,,,,,,,,159,,,,, 195.00,Hindi,,,,,,9788126730827,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:10:17.478780031,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/812673082X.01Z.jpg,,
Pratinidhi Kahāniyām̐,,,,,"Citrā Mudgala, Suśīla Siddhārtha","Mudgala, Citrā",,,,,,Rājakamala Prakāśana Prā. Li.,,,2018,,,,,,,,,,,,,,,,155,,,,, 195.00,Hindi,,,,2018311554,,9788126730773,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:10:36.935021996,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8126730773.01Z.jpg,,
Bū aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,,,,,,,,,,,,,,,,,,,,159,,,,, 195.00,Hindi,,,,,,9789386534293,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:15:37.109434962,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534290.01Z.jpg,,
Masooma,,,,,Ismat Chugtai,"Chugtai, Ismat",,,,,,Rajkamal Prakashan,,,,,,,,"यह उपन्यास एक मासूम लड़की के बारे में है जिसका नाम भी उसकी माँ ने मासूमा ही रखा था, लेकिन ज़माने ने जिसे बाद में नाम दिया-नीलोफ़र, और जो औरत होने से पहले ही ऐसी कुछ हो गई कि जो ख्शुद उसकी भी समझ से परे था। इस्मत चुग़ताई की सधी क़लम का यह शाहकार अपने वक़्त की उस औरत की अक्काशी करता है जिसके पास अगर ख्शूबसूरत जिस्म न हो, उसे चाहनेवाले पतिंगे न हों, तो वह कुछ नहीं रह जाती और अगर हों तो भूखे-भेड़ियों की हवस की गेंद बनकर रह जाती है। इस्मत इस उपन्यास में औरत की यह हौलनाक़ तस्वीर खींचकर जैसे हर युग की औरतों को चेता रही हैं और कहने की ज़रूरत नहीं कि इक्कीसवीं सदी की चमक-दमक से चौंधियाई हमारी असंख्य उदास, नीम अँधेरी गलियों में आज भी ऐसी मासूम रूहें परवान चढ़ रही हैं, जिनको अगर एक मज़बूत चारदीवारी नसीब न हो तो वे जाने किस राह पर लावारिस पत्थर का टुकड़ा होकर जा रहें, जहाँ कोई भी आता-जाता उनसे खेले और ठुकराकर चलता बने। नीलोफ़र होने के बाद मासूमा जिस मर्द-समाज के हवाले होती है, उसका रवैया औरत को लेकर आज भी वही है जो उत्तर-आधुनिकता और वैश्वीकरण के हड़बोंग से पहले था। इसलिए यह उपन्यास आज भी उतना ही प्रासंगिक है, जितना उर्दू में प्रकाशित होने के समय था। इसके अलावा इस्मत आपा की क़िस्सागोई समाज और आदमी की गहरी पहचान, ज़बान की मास्टरी और अपने पात्रों की तस्वीर-निगारी की महारत भारतीय साहित्य की कालजयी विरासत है, जो इस उपन्यास में भी अपने शबाब पर है।",,,,,,,,,,,136,,,,, 150.00,Hindi,,,,,,9788126718153,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:16:10.110697031,,,,,,,RmGvKRj-5K4C,Hindi,0,0,,,,
Raavi Paar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,, 295.00,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:17:19.415694952,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,,
Raavi Paar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,, 295.00,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:17:40.558285951,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,,
Raavi Paar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,, 295.00,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:18:14.616891980,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,,
Raavi Paar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,, 295.00,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:18:32.672430038,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,,
Māṭī kahe kumhāra se,,,,,Hariśaṅkara Parasāī,"Parasāī, Hariśaṅkara",,,,,,Vāṇī Prakāśana,,,1999,,,,,,,,,,,,,,,,179,,,,, 395.00,Hindi,,,,99939708,,9788170556756,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:19:00.139091968,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170556759.01Z.jpg,,
Trikoṇa,,do laghu upanyāsa aura eka lambī kahānī = Trikon,,,Vijayadānna Dethā,"Dethā, Vijayadānna",,,,,,Vāṇī Prakāśana,,,2012,,,,Fiction,,,,,,,,,,,,228,,,,, 450.00,Hindi,,,,2013330568,,9789350721537,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:19:38.725854039,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350721538.01Z.jpg,,
Trikoṇa,,do laghu upanyāsa aura eka lambī kahānī = Trikon,,,Vijayadānna Dethā,"Dethā, Vijayadānna",,,,,,Vāṇī Prakāśana,,,2012,,,,Fiction,,,,,,,,,,,,228,,,,, 450.00,Hindi,,,,2013330568,,9789350721537,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:19:59.489114999,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350721538.01Z.jpg,,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,, 150.00,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:21:45.130316972,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,, 150.00,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:22:31.081225991,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,,
Sampūrṇa nāṭaka,,,,,Caranadāsa Siddhū,"Siddhū, Caranadāsa",,,,,,Vāṇī Prakāśana,,,2002,,,,,,,,,,,,,,,,,,,,, 500.00,Hindi,,,,2002295825,,9788170559436,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:23:23.802929043,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/817055943X.01Z.jpg,,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,, 150.00,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:24:16.671190977,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,, 150.00,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:26:36.524667978,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,,
Shreshtha Vyangya Kathayen,,,,,Kanhaiya Lal Nandan,"Nandan, Kanhaiya Lal",,,,,,Rajpal & Sons,,,2013,,,,,Selected humorous and satirical stories by various Hindi authors.,,,,,,,,,,,216,,,,, 260.00,Hindi,,,,,,9788170282242,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:32:26.670146942,,,,,,,bnSq5gojbUIC,Hindi,0,0,,,,
Ṭobā Ṭekasiṃha aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,Rājapāla eṇḍa Sanza,,,2013,,,,,,,,,,,,,,,,160,,,,, 195.00,Hindi,,,,,,9789350641767,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:34:06.830757975,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641763.01Z.jpg,,
Bū aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,,,,,,,,,,,,,,,,,,,,159,,,,, 195.00,Hindi,,,,,,9789386534293,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:34:27.697621941,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534290.01Z.jpg,,
Ṭobā Ṭekasiṃha aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,Rājapāla eṇḍa Sanza,,,2013,,,,,,,,,,,,,,,,160,,,,, 195.00,Hindi,,,,,,9789350641767,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:34:48.018244981,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641763.01Z.jpg,,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,, 125.00,Urdu,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:48:26.999583959,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,, 125.00,Urdu,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:48:52.785861015,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,,
Jigara Murādābādī,,"Jigara Murādābādī kī zindagī aura unakī behatarīna g̲h̲azaleṃ, nazmeṃ aura śe'ra = Jigar Muradabadi",,,1890-1960 Jigar Murādābādī,"Jigar Murādābādī, 1890-1960",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,, 125.00,Hindi,,,,,,9789350643891,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:50:03.217630028,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643898.01Z.jpg,,
Jigara Murādābādī,,"Jigara Murādābādī kī zindagī aura unakī behatarīna g̲h̲azaleṃ, nazmeṃ aura śe'ra = Jigar Muradabadi",,,1890-1960 Jigar Murādābādī,"Jigar Murādābādī, 1890-1960",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,, 140.00,Hindi,,,,,,9789350643891,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:53:39.837331056,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643898.01Z.jpg,,
Majāza,,"Majāza kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ aura śe'ra = Majaz",,,1911-1955 Majāz,"Majāz, 1911-1955",,,,,,,,,,,,,,,,,,,,,,,,,122,,,,, 140.00,Hindi,,,,,,9789350643846,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:53:58.391988039,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643847.01Z.jpg,,
Majāza,,"Majāza kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ aura śe'ra = Majaz",,,1911-1955 Majāz,"Majāz, 1911-1955",,,,,,,,,,,,,,,,,,,,,,,,,122,,,,, 140.00,Hindi,,,,,,9789350643846,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:54:18.979302048,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643847.01Z.jpg,,
Janisar Akhtar,,Ek javan maut,,,Nida Fazli,"Fazli, Nida",,,,,,Vani,,,1997,,,,,,,,,,,,,,,,,,,,, 150.00,Hindi,,,,,,9788170555599,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:30:14.290052056,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170555590.01Z.jpg,,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,, 125.00,Hindi,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:31:10.357982039,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,, 125.00,Hindi,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:31:43.701751947,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,,
Jośa Malīhābādī,,"Jośa Malīhābādī kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ, rūbāiyām̐ aura śe'ra = Josh Malihabadi",,,1898-1982 Josh Malīḥābādī,"Josh Malīḥābādī, 1898-1982",,,,,,,,,,,,,,,,,,,,,,,,,127,,,,, 125.00,Hindi,,,,,,9789386534002,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:32:07.130588054,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534002.01Z.jpg,,
Qatīla Śāfāī,,"Qatīla Śāfāī kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ aura nag̲h̲me",,,Qatīl Shafāʼī,"Shafāʼī, Qatīl",,,,,,Rājapāla eṇḍa Sanza,,,2016,,,,,,,,,,,,,,,,127,,,,, 125.00,Hindi,,,,,,9789350643853,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:32:31.749941945,,,,,,,SJnXuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9350643855.01Z.jpg,,
Jośa Malīhābādī,,"Jośa Malīhābādī kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ, rūbāiyām̐ aura śe'ra = Josh Malihabadi",,,1898-1982 Josh Malīḥābādī,"Josh Malīḥābādī, 1898-1982",,,,,,,,,,,,,,,,,,,,,,,,,127,,,,, 125.00,Hindi,,,,,,9789386534002,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:32:49.472259044,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534002.01Z.jpg,,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,, 125.00,Hindi,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 16:33:15.696655035,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,,
